title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Bulletin of the Iraq Natural History Museum,University of Baghdad - Iraq Natural History Reseach Center and Museum,journal,EART;AGRI;ENVI,"Insect Science;Paleontology;Geology;Plant Science;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics;Ecology",0.613,0.254,1.2,0.9,22,33,9,0.0,24,86,18,8.33,16,69,16,0.0
"Bulletin of the Kanagawa Prefectural Museum, Natural Science",Kanagawa Prefectural Museum of Natural History,journal,AGRI,Agricultural and Biological Sciences (all),0.154,0.124,0.6,0.7,10,40,6,0.0,6,30,6,0.0,5,27,5,0.0
Bulletin of the Peabody Museum of Natural History,Peabody Museum of Natural History,journal,AGRI,"Animal Science and Zoology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.776,0.601,3.8,2.4,6,232,1,0.0,4,250,3,0.0,1,186,0,0.0
Bulletin of the Plankton Society of Japan,Plankton Society of Japan,journal,AGRI;EART,Aquatic Science;Oceanography,0,0.102,0.2,0.0,12,49,12,0.0,5,41,4,0.0,2,34,1,0.0
"Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering",Transilvania University Press,journal,AGRI,Agronomy and Crop Science;Food Science;Forestry,0.186,0.149,1.1,1.1,24,118,11,0.0,39,116,30,0.0,12,111,12,0.0
"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources",CABI International,journal,VETE;AGRI;ENVI,Agricultural and Biological Sciences (all);Nature and Landscape Conservation;Veterinary (all),0.375,0.268,2.2,2.0,60,1331,18,63.33,50,1431,28,96.0,34,1312,29,100.0
CABI Agriculture and Bioscience,BioMed Central Ltd,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Animal Science and Zoology;Horticulture;Food Science,1.281,0.661,4.5,4.9,71,318,9,22.54,59,509,11,11.86,99,685,73,15.15
CCAMLR Science,Comm. for the Conserv. of Antartic Marine Living Resources,journal,AGRI,"Aquatic Science;Ecology, Evolution, Behavior and Systematics",0.783,0.665,0.2,0.2,0,230,0,0.0,7,171,6,0.0,0,187,0,0.0
Cahiers Agricultures,EDP Sciences,journal,AGRI;ENVI,"Management, Monitoring, Policy and Law;Animal Science and Zoology;Agronomy and Crop Science",0.646,0.366,2.2,2.0,29,602,9,20.69,28,662,14,14.29,12,506,9,16.67
Cahiers de Biologie Marine,Station Biologique de Roscoff,journal,AGRI,Aquatic Science,0.459,0.199,1.6,1.5,12,906,4,0.0,7,721,7,0.0,0,592,0,0.0
Caldasia,Universidad Nacional de Colombia,journal,AGRI,Agricultural and Biological Sciences (all),0.356,0.190,1.0,1.3,60,318,22,0.0,56,366,43,0.0,40,284,36,0.0
California Agriculture,California Agricultural Experiment Station,journal,AGRI,Agronomy and Crop Science;Plant Science;Forestry,0.486,0.299,2.1,2.4,19,547,2,21.05,19,496,16,5.26,11,428,10,0.0
California Fish and Game,Department of Fish and Game,journal,AGRI,Aquatic Science;Animal Science and Zoology,0.118,0.129,1.3,0.9,20,202,13,5.0,0,190,0,0.0,0,178,0,0.0
Canadian Entomologist,Cambridge University Press,journal,AGRI;BIOC,"Insect Science;Structural Biology;Molecular Biology;Ecology, Evolution, Behavior and Systematics;Physiology",0.572,0.358,2.2,2.2,48,3485,16,2.08,38,3874,13,0.0,27,3067,21,7.41
Canadian Field-Naturalist,Canadian Field-Naturalists' Club,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",0.137,0.230,0.6,0.6,54,592,42,3.7,14,628,11,7.14,13,509,13,0.0
Canadian Journal of Agricultural Economics,Wiley-Blackwell,journal,ECON;AGRI;ENVI,Global and Planetary Change;Agronomy and Crop Science;Economics and Econometrics;Animal Science and Zoology;Ecology,1.663,1.563,5.5,23.2,17,1702,3,11.76,18,1541,8,5.56,28,1184,22,0.0
Canadian Journal of Animal Science,Agricultural Institute of Canada,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,0.597,0.395,2.7,2.3,44,2538,11,4.55,46,2380,23,0.0,33,2000,27,0.0
Canadian Journal of Fisheries and Aquatic Sciences,National Research Council of Canada,journal,AGRI,"Aquatic Science;Ecology, Evolution, Behavior and Systematics",0.935,0.766,4.0,4.6,180,15851,14,0.0,134,14971,38,0.75,93,12806,63,2.15
Canadian Journal of Forest Research,National Research Council of Canada,journal,AGRI;ENVI,Global and Planetary Change;Ecology;Forestry,0.735,0.593,4.4,4.2,139,10998,19,2.88,80,10675,24,2.5,85,8727,56,5.88
Canadian Journal of Plant Pathology,Taylor and Francis Ltd.,journal,AGRI,Agronomy and Crop Science;Plant Science,0.77,0.560,4.5,4.5,65,3015,10,9.23,41,2597,16,9.76,58,2235,46,6.9
Canadian Journal of Plant Science,Agricultural Institute of Canada,journal,AGRI,Agronomy and Crop Science;Horticulture;Plant Science,0.355,0.285,2.1,1.9,132,4263,56,0.76,50,3916,21,6.0,48,3079,43,6.25
Canadian Journal of Soil Science,Agricultural Institute of Canada,journal,AGRI,Soil Science,0.469,0.462,3.1,2.9,70,3535,19,1.43,36,3284,9,0.0,27,3035,21,0.0
Canadian Journal of Zoology,National Research Council of Canada,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.601,0.506,2.3,2.4,80,9717,18,0.0,94,9056,34,7.45,73,7590,56,1.37
Candollea,Editions des Conservatoire et Jardin Botanique,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.544,0.357,1.3,1.2,17,248,8,0.0,20,184,10,0.0,0,156,0,0.0
"Canrea Journal: Food Technology, Nutritions, and Culinary Journal",Hasanuddin University Department of Food Science and Technology,journal,AGRI,Food Science,1.568,0.243,2.1,1.9,18,35,7,22.22,14,99,4,14.29,7,72,7,14.29
Caraka Tani: Journal of Sustainable Agriculture,Sebelas Maret University,journal,AGRI;ENVI,Environmental Science (miscellaneous);Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science;Food Science,0.534,0.340,2.2,2.0,33,87,6,0.0,33,152,13,0.0,33,216,26,0.0
Carpathian Journal of Food Science and Technology,North University of Baia Mare,journal,AGRI,Food Science,0.291,0.175,1.1,1.0,68,274,34,0.0,75,337,55,4.0,34,288,31,0.0
Caryologia,Firenze University Press,journal,AGRI;BIOC,Genetics;Agricultural and Biological Sciences (all),0.229,0.182,1.7,1.6,58,1181,34,0.0,34,1052,29,0.0,7,777,7,0.0
Caspian Journal of Environmental Sciences,University of Guilan,journal,AGRI;ENVI,"Agricultural and Biological Sciences (miscellaneous);Environmental Science (all);Ecology, Evolution, Behavior and Systematics",0.791,0.288,3.0,2.3,128,201,48,2.34,128,330,56,3.91,72,629,58,5.56
Castanea,Southern Appalachian Botanical Survey,journal,AGRI,Plant Science,0.611,0.229,0.5,0.5,10,316,4,0.0,20,298,17,0.0,16,230,15,0.0
Central European Forestry Journal,De Gruyter Open Ltd.,journal,AGRI,Forestry,0.576,0.401,2.5,3.2,23,242,10,8.7,25,319,11,20.0,18,283,13,16.67
Cereal Chemistry,John Wiley & Sons Inc.,journal,AGRI;CHEM,Organic Chemistry;Food Science,0.806,0.608,4.6,5.1,114,6953,15,7.02,117,7142,28,7.69,111,5960,72,7.21
Cereal Research Communications,Akademiai Kiado ZRt.,journal,AGRI;BIOC,Genetics;Physiology;Agronomy and Crop Science,0.617,0.384,3.4,3.4,127,1772,21,4.72,90,1931,18,14.44,218,1824,149,10.55
Cerne,Federal University of Lavras,journal,AGRI,Forestry,0.44,0.235,1.2,1.6,32,861,13,0.0,34,751,19,0.0,20,658,18,0.0
Check List,Centro de Referencia em Informacao Ambiental,journal,AGRI;ENVI,"Insect Science;Plant Science;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics;Ecology",0.446,0.284,1.2,1.3,129,1342,60,0.0,106,1435,71,0.0,96,1131,86,0.0
Chelonian Conservation and Biology,Chelonian Research Foundation,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.708,0.278,1.5,1.7,32,759,11,3.13,13,827,9,0.0,30,659,28,3.33
Chemical and Biological Technologies in Agriculture,Springer Science and Business Media Deutschland GmbH,journal,AGRI;BIOC,Biotechnology;Agronomy and Crop Science;Biochemistry;Food Science,1.665,0.921,7.8,6.8,104,1793,2,4.81,148,2443,19,5.41,157,2940,106,4.46
Chemistry and Ecology,Taylor and Francis Ltd.,journal,EART;AGRI;ENVI,"Earth and Planetary Sciences (all);Environmental Science (all);Ecology;Ecology, Evolution, Behavior and Systematics",0.44,0.457,3.3,4.2,56,1856,7,5.36,59,1875,16,10.17,68,1700,46,8.82
Chemistry of Natural Compounds,Springer,journal,AGRI;BIOC;CHEM,"Chemistry (all);Biochemistry, Genetics and Molecular Biology (all);Plant Science",0.546,0.287,1.3,1.4,313,4621,136,0.0,327,4477,225,0.0,264,3677,251,0.0
Chemoecology,Springer Nature,journal,AGRI;BIOC,"Biochemistry;Ecology, Evolution, Behavior and Systematics",0.753,0.468,3.3,4.2,19,1259,3,5.26,16,1282,11,0.0,17,1022,13,11.76
Chiang Mai University Journal of Natural Sciences,Chiang Mai University,journal,DENT;PHAR;ENVI;MEDI;HEAL;AGRI,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous);Health Professions  (miscellaneous);Environmental Science (miscellaneous);Agricultural and Biological Sciences (miscellaneous);Medicine (miscellaneous);Dentistry (miscellaneous)",0.249,0.167,2.3,1.7,66,334,28,0.0,0,370,0,0.0,0,412,0,0.0
Chilean Journal of Agricultural Research,"Instituto de Investigaciones Agropecuarias, INIA",journal,AGRI,Animal Science and Zoology;Agronomy and Crop Science,0.715,0.368,2.6,3.0,62,2031,8,6.45,65,2008,30,6.15,60,1614,53,6.67
Chilean Journal of Agricultural and Animal Sciences,Universidad de Concepcion,journal,AGRI,Agricultural and Biological Sciences (all),0.325,0.170,0.7,0.7,35,113,20,0.0,39,158,34,5.13,39,149,37,7.69
China Agricultural Economic Review,Emarald Group Publishing Ltd,journal,ECON;AGRI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics,1.339,1.151,7.7,9.8,43,1651,2,0.0,49,1746,6,0.0,47,1874,37,0.0
China Condiment,Editorial Department of China Condiment,journal,AGRI,Food Science,0.044,0.109,0.4,0.1,80,0,57,0.0,76,18,60,0.0,0,41,0,0.0
Chinese Journal of Agrometeorology,Editorial Board of Chinese Journal of Agrometeorology,journal,AGRI;EART,Agronomy and Crop Science;Atmospheric Science;Forestry,0.678,0.292,1.9,2.0,83,282,30,0.0,95,318,50,1.05,82,336,76,0.0
Chinese Journal of Animal Nutrition,"Chinese Journal of Animal Science and Veterinary Medicine Co., Ltd.",journal,VETE;AGRI,Animal Science and Zoology;Food Animals,0.127,0.154,1.3,0.8,698,801,410,1.29,511,752,411,6.07,517,737,497,20.7
Chinese Journal of Applied Ecology,Editorial Board of Chinese Journal of Applied Ecology,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.508,0.304,2.5,2.5,403,8434,73,8.68,384,8494,155,8.85,282,6782,245,4.26
Chinese Journal of Applied and Environmental Biology,Science China Press,journal,BIOC;AGRI;ENVI;IMMU,Genetics;Pollution;Agronomy and Crop Science;Applied Microbiology and Biotechnology,0.239,0.176,1.3,1.2,203,1023,90,1.48,181,1061,120,3.87,98,864,84,2.04
Chinese Journal of Eco-Agriculture,Science China Press,journal,AGRI;ENVI,"Soil Science;Agronomy and Crop Science;Plant Science;Ecology, Evolution, Behavior and Systematics;Ecology",0.647,0.322,2.9,2.7,170,931,40,1.76,162,1274,63,0.62,151,1266,116,5.3
Chinese Journal of Ecology,Ecological Society of China,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.412,0.224,1.5,1.3,245,3411,59,1.22,316,3523,150,1.9,323,2902,274,0.93
Chinese Journal of Plant Ecology,Editorial Office of Chinese Journal of Plant Ecology,journal,AGRI;ENVI,"Ecology, Evolution, Behavior and Systematics;Ecology;Plant Science",0.615,0.352,2.5,2.5,134,912,34,2.99,137,1199,63,5.11,83,1094,73,6.02
Chinese Journal of Rice Science,China National Rice Research Institute,journal,AGRI,Agronomy and Crop Science;Soil Science;Plant Science,0.443,0.241,1.8,1.7,56,363,17,0.0,59,361,36,0.0,52,342,47,0.0
Chinese Journal of Wildlife,Editorial Department of Chinese Journal of Wildlife,journal,ENVI;AGRI;BIOC,"Biochemistry, Genetics and Molecular Biology (miscellaneous);Nature and Landscape Conservation;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.139,0.177,0.6,0.4,161,101,121,0.0,114,126,95,0.0,86,144,83,1.16
Chinese Journal of Wood Science and Technology,Editorial Office of Chinese Journal of Wood Science and Technology,journal,ENGI;AGRI,Civil and Structural Engineering;Engineering (miscellaneous);Mechanics of Materials;Forestry,0.32,0.217,1.3,1.0,85,35,41,2.35,66,68,48,10.61,39,110,37,5.13
Ciencia Animal Brasileira,Universidade Federal De Goias (UFG),journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.233,0.166,0.6,0.5,51,269,26,7.84,72,319,54,4.17,45,268,42,6.67
Ciencia Florestal,Universidade Federal de Santa Maria,journal,AGRI,Forestry,0.469,0.240,1.0,0.8,120,1085,43,0.0,91,1141,73,1.1,34,940,33,5.88
Ciencia Rural,Universidade Federal de Santa Maria,journal,VETE;AGRI,Animal Science and Zoology;Agronomy and Crop Science;Veterinary (all),0.431,0.231,1.3,1.7,120,3907,43,0.0,217,3763,106,0.92,234,3137,186,0.0
Ciencia Tecnologia Agropecuaria,Colombian Corporation of Agricultural Research (Corpoica),journal,AGRI,Agricultural and Biological Sciences (all),0.393,0.200,0.8,0.9,55,171,30,5.45,49,197,37,4.08,22,174,21,0.0
Ciencia del Suelo,Asociacion Argentina de la Ciencia del Suelo,journal,AGRI,Soil Science,0.229,0.144,0.3,0.6,18,197,15,0.0,21,160,17,0.0,7,145,7,0.0
Ciencia e Agrotecnologia,Federal University of Lavras,journal,VETE;AGRI,Soil Science;Agronomy and Crop Science;Food Science;Animal Science and Zoology;Veterinary (all),0.627,0.361,1.9,2.3,34,2082,11,0.0,58,1893,31,1.72,36,1460,31,0.0
Ciencia e Tecnica Vitivinicola,Instituto Nacional de Investigacao Agraria e das Pescas,journal,AGRI,Horticulture;Food Science,0.734,0.314,2.2,2.6,12,175,4,16.67,15,194,8,13.33,5,160,5,0.0
Ciencias Marinas,Universidad Autonoma de Baja California,journal,AGRI,Aquatic Science,0.473,0.222,1.0,1.1,15,772,5,0.0,27,746,17,0.0,12,626,11,0.0
Cientifica,Universidade Estadual Paulista (UNESP),journal,AGRI;ENVI,Agricultural and Biological Sciences (all);Environmental Science (all),0.263,0.125,0.5,0.5,1,52,1,0.0,8,44,8,12.5,4,39,4,0.0
Cladistics,Wiley-Blackwell Publishing Ltd,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",2.391,1.529,9.7,8.6,36,4253,2,2.78,29,3800,5,10.34,35,3221,19,0.0
Clays and Clay Minerals,Cambridge University Press,journal,EART;AGRI;ENVI,Geochemistry and Petrology;Earth and Planetary Sciences (miscellaneous);Water Science and Technology;Soil Science,0.629,0.367,3.7,3.4,61,5517,10,4.92,41,5139,21,9.76,0,4755,0,0.0
Coffee Science,Editora UFLA,journal,AGRI,Plant Science;Soil Science;Food Science,0.268,0.203,1.1,1.3,30,411,16,3.33,40,432,26,5.0,28,384,27,0.0
Cogent Food and Agriculture,Informa Healthcare,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Food Science,1.138,0.455,2.4,3.3,92,3086,7,9.78,294,3584,92,11.9,326,3870,225,13.8
Coleopterists Bulletin,Coleopterists Society,journal,AGRI,Insect Science,0.485,0.288,0.8,1.0,83,634,45,0.0,98,911,71,0.0,57,568,55,0.0
Collectanea Botanica,CSIC Consejo Superior de Investigaciones Cientificas,journal,AGRI,Plant Science,0.406,0.131,1.6,1.0,5,53,0,0.0,10,56,5,0.0,0,53,0,0.0
Colombia Forestal,Universidad Distrital Francisco Jose de Caldas,journal,AGRI;ENVI,Nature and Landscape Conservation;Soil Science;Forestry,0.315,0.186,0.9,1.0,14,57,6,0.0,15,100,9,0.0,15,60,13,0.0
Communications Biology,Springer Nature,journal,BIOC;AGRI;MEDI,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Medicine (miscellaneous)",1.226,2.090,8.3,8.6,1423,18948,90,0.84,1301,25055,183,1.23,1386,27589,957,1.08
Communications in Soil Science and Plant Analysis,Taylor and Francis Ltd.,journal,AGRI,Agronomy and Crop Science;Soil Science,0.653,0.416,2.9,3.3,227,10366,42,6.17,222,10629,81,4.5,267,9348,205,11.24
Communicative and Integrative Biology,Taylor and Francis Ltd.,journal,AGRI,Agricultural and Biological Sciences (all),0.596,0.511,3.1,3.5,23,1459,5,17.39,20,1306,7,20.0,16,1062,15,25.0
Community Ecology,Akademiai Kiado ZRt.,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.606,0.424,2.9,2.9,35,801,3,2.86,28,829,10,0.0,34,787,27,2.94
Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,Elsevier Inc.,journal,AGRI;BIOC,Aquatic Science;Genetics;Animal Science and Zoology;Molecular Biology;Biochemistry;Physiology,0.637,0.605,3.9,5.1,74,2110,5,1.35,92,1928,21,0.0,162,1878,125,1.23
Comparative Biochemistry and Physiology -Part A : Molecular and Integrative Physiology,Elsevier Inc.,journal,AGRI;BIOC,Aquatic Science;Molecular Biology;Animal Science and Zoology;Biochemistry;Physiology,0.791,0.630,4.5,5.0,151,12811,16,5.96,111,11503,21,6.31,141,10193,111,1.42
Comparative Biochemistry and Physiology Part - B: Biochemistry and Molecular Biology,Elsevier Inc.,journal,AGRI;BIOC,Aquatic Science;Molecular Biology;Animal Science and Zoology;Biochemistry;Physiology,0.656,0.518,4.1,4.6,76,8277,2,1.32,51,7231,12,0.0,85,6104,46,1.18
Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,Elsevier Inc.,journal,ENVI;AGRI;PHAR;BIOC,"Aquatic Science;Health, Toxicology and Mutagenesis;Animal Science and Zoology;Cell Biology;Biochemistry;Physiology;Toxicology",0.951,0.941,8.1,7.5,195,9327,6,6.15,203,9423,19,4.93,175,9270,96,3.43
Comparative Cognition and Behavior Reviews,Comparative Cognition Society,journal,VETE;AGRI,"Veterinary (miscellaneous);Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.553,0.330,1.2,2.0,5,63,0,0.0,6,108,1,0.0,23,114,19,52.17
Comparative Cytogenetics,Pensoft Publishers,journal,AGRI,Animal Science and Zoology;Insect Science;Plant Science,0.84,0.296,2.0,2.4,13,412,3,0.0,19,415,12,15.79,12,342,10,0.0
Comparative Parasitology,Helminthological Society of Washington,journal,AGRI;IMMU,"Parasitology;Ecology, Evolution, Behavior and Systematics",0.316,0.192,0.9,1.0,12,604,9,0.0,18,577,14,0.0,9,439,8,0.0
Compost Science and Utilization,Taylor and Francis Ltd.,journal,AGRI;ENVI,Ecology;Waste Management and Disposal;Soil Science,0.618,0.328,0.5,4.1,6,1180,6,0.0,6,1061,3,0.0,7,910,6,0.0
Comprehensive Reviews in Food Science and Food Safety,John Wiley and Sons Inc,journal,AGRI,Food Science,3.379,2.740,23.8,26.2,185,20067,6,55.14,170,22566,10,84.12,208,23454,100,93.27
Comptes Rendus - Biologies,Academie des sciences,journal,MEDI;AGRI;BIOC;IMMU,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Immunology and Microbiology (all);Medicine (all)",0.254,0.246,1.3,2.4,34,4494,14,14.71,40,4098,39,20.0,15,3345,15,53.33
Computers and Electronics in Agriculture,Elsevier B.V.,journal,AGRI;COMP,Agronomy and Crop Science;Computer Science Applications;Horticulture;Forestry,2.344,1.735,13.3,15.3,819,37237,9,4.27,864,45916,51,3.36,1010,44635,506,6.14
Comunicata Scientiae,Federal University ofPiauI,journal,AGRI,Agricultural and Biological Sciences (all),0.32,0.184,0.6,0.9,73,480,44,1.37,75,416,60,0.0,75,398,71,1.33
Condor,University of California Press,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",1.148,1.026,5.2,6.3,42,3755,1,2.38,46,3617,11,6.52,27,2883,18,0.0
Conservacion Colombiana,Fundacion ProAves Carrera,journal,AGRI;ENVI,"Management, Monitoring, Policy and Law;Nature and Landscape Conservation;Ecology;Ecology, Evolution, Behavior and Systematics",0.675,0.105,0.3,0.2,6,3,4,0.0,5,2,5,0.0,9,1,9,22.22
Conservation Biology,Wiley-Blackwell Publishing Ltd,journal,AGRI;ENVI,"Nature and Landscape Conservation;Ecology;Ecology, Evolution, Behavior and Systematics",1.989,2.168,11.2,12.7,170,26162,8,11.76,144,24937,13,9.03,220,21759,127,9.55
Conservation Evidence,University of Cambridge,journal,AGRI;ENVI,"Management, Monitoring, Policy and Law;Nature and Landscape Conservation;Ecology;Ecology, Evolution, Behavior and Systematics",0.998,0.682,2.2,2.3,6,111,1,0.0,7,90,4,0.0,3,88,2,0.0
Conservation Genetics,Springer Science and Business Media B.V.,journal,AGRI;BIOC,"Genetics;Ecology, Evolution, Behavior and Systematics",0.784,0.541,3.4,3.8,80,4309,11,2.5,87,4181,34,0.0,83,3640,64,1.2
Conservation Genetics Resources,Springer Science and Business Media B.V.,journal,AGRI;BIOC,"Genetics;Ecology, Evolution, Behavior and Systematics",0.421,0.342,1.8,2.9,59,2133,19,3.39,28,1975,17,0.0,46,1624,38,0.0
