title,Author_count,Open_access,Unique_affiliations_count,citedby_count
"Machine learning - based shale wettability prediction: Implications for H<inf>2</inf>, CH<inf>4</inf> and CO<inf>2</inf> geo-storage",9,0,6,20
"International Conference on Environmental Development Using Computer Science, ICECS 2024",,0,0,0
Quantifying wildfire drivers and predictability in boreal peatlands using a two-step error-correcting machine learning framework in TeFire v1.0,6,1,4,0
"International Conference on Climate Nexus Perspectives: Toward Urgent, Innovative, Sustainable Natural and Technological Solutions for Water, Energy, Food and Environmental Systems, I2CNP 2023",,0,0,0
Geospatial prediction of total soil carbon in European agricultural land based on deep learning,4,0,3,8
Changes in wintertime visibility across China over 2013–2019 and the drivers: A comprehensive assessment using machine learning method,8,0,5,2
Vulnerability assessment of heat waves within a risk framework using artificial intelligence,4,1,4,3
Geospatial patterns in runoff projections using random forest based forecasting of time-series data for the mid-Atlantic region of the United States,1,1,1,4
Predicting coastal harmful algal blooms using integrated data-driven analysis of environmental factors,3,0,1,6
Urbanization influences dissolved organic matter characteristics but microbes affect greenhouse gas concentrations in lakes,5,0,1,2
Characterization of groundwater storage changes in the Amazon River Basin based on downscaling of GRACE/GRACE-FO data with machine learning models,3,0,1,4
Fine-scale monitoring of lake ice phenology by synthesizing remote sensed and climatologic features based on high-resolution satellite constellation and modeling,10,0,3,0
Cadmium in topsoils of the European Union – An analysis based on LUCAS topsoil database,3,1,1,18
Physics-informed neural networks as surrogate models of hydrodynamic simulators,3,1,2,52
Machine learning evidence map reveals global differences in adaptation action,8,1,6,3
"Annual Review of Animal Biosciences Illuminating the Mysteries of the Smallest Birds: Hummingbird Population Health, Disease Ecology, and Genomics",5,1,3,0
"An empirical analysis of the relationship among price, demand and CO<inf>2</inf> emissions in the Spanish electricity market",4,1,1,0
A spatial–temporal deep learning-based warning system against flooding hazards with an empirical study in Taiwan,5,0,2,2
Applications of machine learning to water resources management: A review of present status and future opportunities,5,1,3,20
Spatial high-resolution modelling and uncertainty assessment of forest growing stock volume based on remote sensing and environmental covariates,7,0,2,1
Machine learning-based estimation and mitigation of nitric oxide emissions from Chinese vegetable fields,6,0,2,4
"H<inf>2</inf>SO<inf>4</inf>-treated and raw watermelon waste bio-briquettes: Comparative, eco-friendly and machine learning studies",8,0,6,7
Impacts of Projected Arctic Sea Ice Loss on Daily Weather Patterns over North America,3,1,3,3
Assessment of Climate Change Impact on Precipitation Using Machine Learning Based Statistical Downscaling Method,5,1,2,0
"Forecasting habitat changes of Vimba persa (Pallas, 1814) under climate change using machine learning techniques in the southern Caspian Sea basin",3,0,2,1
"Benchmarks for Pirá 2.0, a Reading Comprehension Dataset about the Ocean, the Brazilian Coast, and Climate Change",8,1,1,0
Watershed-scale forest fire risk prediction based on machine learning,2,0,1,0
Evaluating the Topographic Factors for Land Suitability Mapping of Specialty Crops in Southern Ontario,3,1,1,4
Indoor Temperature Forecasting in Livestock Buildings: A Data-Driven Approach,5,1,1,3
Deep learning algorithms and their fuzzy extensions for streamflow prediction in climate change framework,5,1,2,2
Identifying yield and growing season precipitation gaps for maize and millet in Cameroon,4,1,3,1
Environmental Sustainability and AI in Radiology: A Double-Edged Sword,9,0,9,15
Machine Learning Techniques for Improving Nanosensors in Agroenvironmental Applications,2,1,2,8
Predicting Hurricane Evacuation Decisions with Interpretable Machine Learning Methods,3,1,2,5
Machine Learning for Forest Fire Prediction: A Case Study in North Algeria,6,1,2,0
An Integrated Grassland Fire-Danger-Assessment System for a Mountainous National Park Using Geospatial Modelling Techniques,3,1,1,0
"Twenty Years of Progress, Challenges, and Opportunities in Measuring and Understanding Soil Respiration",8,1,6,10
"Estimation of Above-Ground Forest Biomass in Nepal by the Use of Airborne LiDAR, and Forest Inventory Data",5,1,5,6
Retrieval of Surface Energy Fluxes Considering Vegetation Changes and Aerosol Effects,4,1,1,1
"Monitoring of Antarctica’s Fragile Vegetation Using Drone-Based Remote Sensing, Multispectral Imagery and AI",9,1,4,3
Interpretable Data-Driven Methods for Building Energy Modelling—A Review of Critical Connections and Gaps,3,1,1,2
"Revisiting the importance of temperature, weather and air pollution variables in heat-mortality relationships with machine learning",3,0,2,3
Flood Detection with SAR: A Review of Techniques and Datasets,4,1,3,13
Attribution of Runoff Variation in Reservoir Construction Area: Based on a Merged Deep Learning Model and the Budyko Framework,5,1,3,1
"Corn Grain Yield Prediction Using UAV-Based High Spatiotemporal Resolution Imagery, Machine Learning, and Spatial Cross-Validation",4,1,1,9
A Blockchain-Based Scalability Solution with Microgrids Peer-to-Peer Trade,1,1,1,15
Exploring machine learning modeling approaches for biomass and carbon dioxide weight estimation in Lebanon cedar trees,4,1,4,0
Boosting algorithms for projecting streamflow in the Lower Godavari Basin for different climate change scenarios,5,1,2,2
Vulnerable voices: using topic modeling to analyze newspaper coverage of climate change in 26 non-Annex I countries (2010-2020),4,1,4,1
Climate-invariant machine learning,13,1,8,14
Prediction of Agricultural Commodity Prices using Big Data Framework,5,1,2,6
Assessment and Prediction of Sea Level and Coastal Wetland Changes in Small Islands Using Remote Sensing and Artificial Intelligence,2,1,1,2
Mapping Small-Scale Willow Crops and Their Health Status Using Sentinel-2 Images in Complex Agricultural Areas,4,1,2,0
County-Level Flash Flood Warning Framework Coupled with Disaster-Causing Mechanism,6,1,6,0
"Modeling and Estimating the Land Surface Temperature (LST) Using Remote Sensing and Machine Learning (Case Study: Yazd, Iran)",6,1,7,8
Calculation of CO<inf>2</inf> Emissions from China at Regional Scales Using Remote Sensing Data,4,1,3,2
Exploring the Limits of Species Identification via a Convolutional Neural Network in a Complex Forest Scene through Simulated Imaging Spectroscopy,2,1,1,1
Modeling the Effects of Climate Change on the Current and Future Potential Distribution of Berberis vulgaris L. with Machine Learning,2,1,1,0
Random forest-based analysis of land cover/land use LCLU dynamics associated with meteorological droughts in the desert ecosystem of Pakistan,6,1,4,4
Changes in United States Summer Temperatures Revealed by Explainable Neural Networks,3,1,2,1
Spatiotemporal prediction of particulate matter concentration based on traffic and meteorological data,4,0,3,3
How can scientists make the most of the public’s trust in them?,,1,0,0
"Influence of lunar phases and meteorological factors on rainfall in Karachi City, Pakistan",6,0,5,0
Field temperature performances of in-use permeable sidewalks and asphalt vehicle roads and the potential impacts on apparent temperature and land surface temperature,3,0,1,0
Evaluation of wheat yield in North China Plain under extreme climate by coupling crop model with machine learning,4,0,5,8
Global spatial distribution of Prosopis juliflora - one of the world’s worst 100 invasive alien species under changing climate using multiple machine learning models,2,0,1,5
Reduced-order models for the greenhouse gas leakage prediction from depleted hydrocarbon reservoirs using machine learning methods,6,0,3,0
Algorithmic green infrastructure optimisation: Review of artificial intelligence driven approaches for tackling climate change,4,1,1,17
Biochemical trade-offs and opportunities of commercialized microalgae cultivation under increasing carbon dioxide,7,1,1,2
Range map data of marine ecosystem structuring species under global climate change,5,1,2,3
Short-term drought Index forecasting for hot and semi-humid climate Regions: A novel empirical Fourier decomposition-based ensemble Deep-Random vector functional link strategy,8,0,10,6
Internet of Things and citizen science as alternative water quality monitoring approaches and the importance of effective water quality communication,7,0,2,5
Deep learning in statistical downscaling for deriving high spatial resolution gridded meteorological data: A systematic review,6,0,2,11
Navigating urban day-ahead energy management considering climate change toward using IoT enabled machine learning technique: Toward future sustainable urban,2,0,2,1
"Quantifying resilient urban energy systems: Statistical analysis of climate adaptation, renewable integration, and socioeconomic dynamics",2,0,1,2
Net-zero energy transition in ASEAN countries: The evolutionary model brings novel perspectives to the cooperative mechanism of climate governance,2,0,1,2
Effect of reservoir heterogeneity on well placement prediction in CO2-EOR projects using machine learning surrogate models: Benchmarking of boosting-based algorithms,3,0,1,5
Retrieving freeze-thaw states using deep learning with remote sensing data in permafrost landscapes,6,1,4,0
The rising human footprint in the Tibetan Plateau threatens the effectiveness of ecological restoration on vegetation growth,4,0,2,14
Spatial and temporal classification and prediction of LULC in Brahmani and Baitarni basin using integrated cellular automata models,3,0,1,4
