title,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,publisher,citeScoreTracker_2024,citeScoreCurrentMetric_2023
Dianli Zidonghua Shebei / Electric Power Automation Equipment,journal,ENGI;ENER,Control and Systems Engineering;Energy Engineering and Power Technology;Electrical and Electronic Engineering,1.109,0.746,369,5170,44,1.08,348,6165,100,0.29,294,4344,209,0.34,Electric Power Automation Equipment Press,5.4,5.3
Dianwang Jishu/Power System Technology,journal,ENGI;ENER,Mechanical Engineering;Energy Engineering and Power Technology;Electrical and Electronic Engineering,1.479,0.975,514,13175,36,2.72,532,15104,128,0.38,412,10804,269,2.67,Power System Technology Press,7.3,7.3
Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China,journal,ENGI,Electrical and Electronic Engineering,0.361,0.167,125,699,65,3.2,117,661,84,0.0,91,464,87,0.0,University of Electronic Science and Technology of China,1.1,1.4
Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology,journal,ENGI,Electrical and Electronic Engineering,0.517,0.230,483,2551,149,3.11,486,2764,272,2.47,377,2148,353,2.65,Science China Press,1.8,1.9
Digest Journal of Nanomaterials and Biostructures,journal,PHYS;BIOC;MATE;CHEM;ENGI,"Structural Biology;Atomic and Molecular Physics, and Optics;Condensed Matter Physics;Physical and Theoretical Chemistry;Materials Science (all);Biomedical Engineering",0.377,0.203,135,2323,28,0.0,138,2199,75,0.0,113,1994,100,0.0,S.C. Virtual Company of Physics S.R.L,1.9,1.5
Digest of Technical Papers - IEEE International Conference on Consumer Electronics,conferenceproceeding,ENGI,Industrial and Manufacturing Engineering;Electrical and Electronic Engineering,0.426,0.268,209,897,61,0.0,223,1129,93,0.0,364,1055,278,0.0,Institute of Electrical and Electronics Engineers Inc.,1.6,1.9
Digest of Technical Papers - IEEE International Solid-State Circuits Conference,conferenceproceeding,ENGI;MATE,"Electronic, Optical and Magnetic Materials;Electrical and Electronic Engineering",2.911,3.827,215,11008,8,0.0,213,10814,14,0.0,248,9021,114,0.0,Institute of Electrical and Electronics Engineers Inc.,10.8,12.8
Digest of Technical Papers - Symposium on VLSI Technology,conferenceproceeding,ENGI,Electrical and Electronic Engineering,1.049,0.911,212,3349,15,0.0,232,3587,62,0.0,250,3273,237,0.0,Institute of Electrical and Electronics Engineers Inc.,3.1,3.4
Digital Chemical Engineering,journal,CENG;ENGI,Engineering (miscellaneous);Chemical Engineering (miscellaneous),0.916,0.529,56,46,4,5.36,66,286,9,6.06,61,537,44,4.92,Elsevier Ltd,5.2,3.1
Digital Signal Processing: A Review Journal,journal,ENGI;DECI;MATH;COMP,"Signal Processing;Artificial Intelligence;Computer Vision and Pattern Recognition;Statistics, Probability and Uncertainty;Computational Theory and Mathematics;Electrical and Electronic Engineering;Applied Mathematics",1.133,0.799,473,6883,48,3.59,360,8118,84,2.22,416,7577,262,2.4,Elsevier Inc.,5.6,5.3
Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences,journal,ENGI;EART;COMP,Earth and Planetary Sciences (all);Computer Science Applications;Building and Construction,0.773,0.658,367,4474,82,1.91,307,4821,90,0.33,218,4517,170,1.83,China University of Geosciences,3.8,3.4
Direccion y Organizacion,journal,BUSI;ENGI,"Business, Management and Accounting (all);Industrial and Manufacturing Engineering",0.275,0.185,17,84,10,5.88,20,105,16,5.0,15,82,14,6.67,ADINGOR – Asociación para el Desarrollo de la Ingeniería de Organización,0.9,1.1
Disability and Rehabilitation: Assistive Technology,journal,ENGI;MEDI;HEAL,"Physical Therapy, Sports Therapy and Rehabilitation;Orthopedics and Sports Medicine;Rehabilitation;Biomedical Engineering;Speech and Hearing",1.533,0.690,104,2916,8,15.38,155,3361,24,20.0,385,3234,211,15.06,Taylor and Francis Ltd.,5.1,5.7
Disaster Advances,journal,ENVI;ENGI;SOCI;EART,"Environmental Science (miscellaneous);Geography, Planning and Development;Earth and Planetary Sciences (miscellaneous);Safety, Risk, Reliability and Quality",0.352,0.166,78,350,46,8.97,80,382,57,15.0,53,375,53,16.98,World Researchers Associations,0.9,0.7
"Discontinuity, Nonlinearity, and Complexity",journal,PHYS;ENGI;MATH,Control and Optimization;Discrete Mathematics and Combinatorics;Computational Mechanics;Statistical and Nonlinear Physics,0.407,0.201,60,161,32,0.0,60,200,36,0.0,55,200,52,0.0,"L & H Scientific Publishing, LLC",1.1,1.1
Discrete Event Dynamic Systems: Theory and Applications,journal,ENGI;MATH,Modeling and Simulation;Control and Systems Engineering;Electrical and Electronic Engineering,1.394,1.345,22,811,3,0.0,18,758,11,0.0,19,591,16,0.0,Springer Netherlands,2.8,3.9
Disegnare Idee Immagini,bookseries,ARTS;ENGI,Architecture;Visual Arts and Performing Arts,0.165,0.129,18,13,17,0.0,16,16,15,0.0,0,8,0,0.0,Gangemi Editore S.p.A.,0.1,0.2
Disegno,journal,ARTS;ENGI;SOCI,Architecture;Social Sciences (miscellaneous);Arts and Humanities (miscellaneous);Visual Arts and Performing Arts,0.355,0.129,46,29,36,0.0,45,42,43,0.0,25,26,25,0.0,UID Unione Italiana Disegno,0.2,0.2
Disena,journal,ARTS;ENGI;SOCI,Arts and Humanities (miscellaneous);Social Sciences (miscellaneous);Human Factors and Ergonomics;Engineering (miscellaneous),0.182,0.148,19,22,9,0.0,19,35,6,0.0,13,55,11,0.0,Pontificia Universidad Catolica de Chile,1.0,0.7
Displays,journal,ENGI;COMP,Human-Computer Interaction;Hardware and Architecture;Electrical and Electronic Engineering,1.271,0.629,139,2014,12,7.91,206,2501,43,1.94,235,2885,150,4.68,Elsevier B.V.,5.5,4.6
Distributed Generation and Alternative Energy Journal,journal,ENGI;ENER,Energy Engineering and Power Technology;Electrical and Electronic Engineering,0.451,0.218,72,202,24,0.0,74,255,40,0.0,26,241,20,0.0,River Publishers,1.9,1.5
Docomomo Journal,journal,ENGI;SOCI,Architecture;Urban Studies,0.19,0.112,26,7,22,0.0,27,13,25,0.0,18,13,17,0.0,Docomomo International,0.2,0.1
Doklady Physics,journal,PHYS;ENGI,Computational Mechanics;Physics and Astronomy (all);Mechanics of Materials,0.553,0.278,84,892,43,0.0,80,917,62,0.0,0,604,0,0.0,Pleiades Publishing,1.3,1.4
Dongbei Daxue Xuebao/Journal of Northeastern University,journal,ENGI;MATH;COMP,Engineering (all);Computer Science Applications;Applied Mathematics,0.36,0.193,233,1449,132,0.0,226,1491,163,0.0,111,1188,108,0.0,Northeast University,0.9,1.0
Dongli Gongcheng Xuebao/Journal of Chinese Society of Power Engineering,journal,ENGI;ENER,Energy Engineering and Power Technology;Electrical and Electronic Engineering,0.663,0.242,163,582,77,3.07,208,622,145,0.0,166,573,156,1.2,Shanghai Power Equipment Research Institute,1.4,1.3
Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition),journal,ENGI,Engineering (all),0.458,0.247,141,1358,42,0.71,134,1408,75,0.0,149,1304,139,0.0,Southeast University,1.6,1.3
Drewno,journal,ENGI;AGRI;MATE,Biomaterials;Industrial and Manufacturing Engineering;Forestry,0.339,0.186,18,240,4,0.0,18,198,11,0.0,10,177,9,0.0,Lukasiewicz Research Network - Poznan Institute of Technology,1.2,1.1
Drinking Water Engineering and Science,journal,ENGI;ENVI,Pollution;Water Science and Technology;Civil and Structural Engineering,0.71,0.228,3,276,1,0.0,0,279,0,0.0,0,186,0,0.0,Copernicus Publications,2.8,3.9
Drone Systems and Applications,journal,ENGI;MATH;COMP,Computer Science Applications;Aerospace Engineering;Automotive Engineering;Electrical and Electronic Engineering;Control and Systems Engineering;Control and Optimization,1.011,0.389,10,571,5,0.0,22,517,10,4.55,36,419,24,16.67,Canadian Science Publishing,1.8,5.1
Drones,journal,ENGI;COMP,Artificial Intelligence;Computer Science Applications;Aerospace Engineering;Control and Systems Engineering;Information Systems,1.509,0.760,430,2592,14,5.81,708,5423,92,6.07,604,7293,462,6.79,Multidisciplinary Digital Publishing Institute (MDPI),6.8,5.6
Drug Delivery Letters,journal,ENGI;PHAR,"Biomedical Engineering;Pharmaceutical Science;Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",0.219,0.185,25,74,6,40.0,25,104,14,16.0,21,92,18,38.1,Bentham Science Publishers,1.0,1.7
E-Informatica Software Engineering Journal,journal,ENGI;COMP,Software;Engineering (all);Engineering (miscellaneous);Computer Science (miscellaneous),1.119,0.398,10,81,0,40.0,7,138,2,0.0,9,103,7,0.0,Wroclaw University of Science and Technology,2.9,2.6
EAI Endorsed Transactions on Energy Web,journal,ENGI;ENER;COMP,"Renewable Energy, Sustainability and the Environment;Control and Systems Engineering;Information Systems;Energy Engineering and Power Technology",0.535,0.234,40,323,19,0.0,55,337,42,0.0,113,315,99,0.88,European Alliance for Innovation,1.6,2.6
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,journal,ENGI;COMP,Computer Networks and Communications;Control and Systems Engineering;Information Systems;Computer Science Applications,0.737,0.453,17,151,1,0.0,20,205,10,0.0,20,209,12,0.0,European Alliance for Innovation,4.2,4.0
EAI/Springer Innovations in Communication and Computing,bookseries,ENGI;MEDI;COMP,Computer Networks and Communications;Health Informatics;Information Systems;Electrical and Electronic Engineering,0.151,0.146,660,1614,222,0.0,489,2334,293,0.0,201,2056,175,0.0,Springer International Publishing,2.3,2.0
ECTI Transactions on Computer and Information Technology,journal,DECI;ENGI;COMP,Computer Networks and Communications;Information Systems;Electrical and Electronic Engineering;Information Systems and Management,0.241,0.161,40,60,20,0.0,50,109,32,0.0,45,120,40,0.0,ECTI Association Sirindhon International Institute of Technology,1.4,1.2
"ECTI Transactions on Electrical Engineering, Electronics, and Communications",journal,ENGI;COMP,Computer Networks and Communications;Electrical and Electronic Engineering,0.414,0.201,42,143,15,0.0,43,171,29,0.0,27,138,25,0.0,"Electrical Engineering/Electronics, Computer, Communications and Information Technology Association (ECTI)",1.8,1.6
"EEA - Electrotehnica, Electronica, Automatica",journal,ENGI,Control and Systems Engineering;Electrical and Electronic Engineering,0.154,0.155,32,113,21,0.0,30,136,17,0.0,21,115,20,0.0,Institutul de Cercetare si Proiectare pentru Electrotehnica,1.0,0.9
EGA Revista de Expresion Grafica Arquitectonica,journal,ARTS;ENGI,Architecture;Visual Arts and Performing Arts,0.717,0.295,59,147,38,3.39,60,147,48,0.0,30,139,28,0.0,Universitat Politecnica de Valencia,0.6,0.5
EJNMMI Physics,journal,PHYS;ENGI;MEDI,"Instrumentation;Biomedical Engineering;Radiation;Radiology, Nuclear Medicine and Imaging",1.141,1.243,91,1274,10,0.0,80,1417,24,5.0,89,1457,69,2.25,Springer International Publishing AG,4.8,6.7
EMJ - Engineering Management Journal,journal,BUSI;ENGI,Engineering (all);Organizational Behavior and Human Resource Management,0.821,0.492,55,1014,11,0.0,22,1051,4,0.0,62,1002,46,0.0,Taylor and Francis Ltd.,4.1,5.6
EPJ Applied Metamaterials,journal,PHYS;ENGI;MATE,Mechanics of Materials;Materials Science (all);Condensed Matter Physics,0.297,0.272,19,201,4,0.0,5,175,0,20.0,13,174,9,7.69,EDP Sciences,3.9,3.1
EPJ Nuclear Sciences and Technologies,journal,PHYS;ENGI;ENER,Nuclear and High Energy Physics;Energy Engineering and Power Technology;Electrical and Electronic Engineering;Nuclear Energy and Engineering,0.711,0.254,44,16,16,29.55,35,54,13,31.43,4,93,4,25.0,EDP Sciences,1.7,1.0
EPJ Photovoltaics,journal,PHYS;ENGI;MATE;ENER,"Electronic, Optical and Magnetic Materials;Renewable Energy, Sustainability and the Environment;Condensed Matter Physics;Electrical and Electronic Engineering",0.622,0.424,29,161,7,3.45,40,168,21,0.0,32,185,22,18.75,EDP Sciences,2.5,2.3
EPJ Quantum Technology,journal,PHYS;ENGI,"Electrical and Electronic Engineering;Control and Systems Engineering;Atomic and Molecular Physics, and Optics;Condensed Matter Physics",2.138,1.579,38,517,2,13.16,53,900,7,3.77,72,945,49,0.0,SpringerOpen,6.8,7.7
EPRI Journal,tradejournal,ENGI;ENER,Energy Engineering and Power Technology;Electrical and Electronic Engineering,0,0.100,20,11,19,0.0,20,10,20,0.0,16,13,16,0.0,Electric Power Research Institute,0.0,0.0
ES Materials and Manufacturing,journal,ENGI;MATH;MATE,Modeling and Simulation;Ceramics and Composites;Metals and Alloys;Building and Construction;Numerical Analysis;Polymers and Plastics;Applied Mathematics,0.914,0.583,41,1215,3,4.88,41,810,5,9.76,32,919,16,18.75,Engineered Science Publisher,12.7,14.4
"ESAIM - Control, Optimisation and Calculus of Variations",journal,ENGI;MATH,Control and Systems Engineering;Computational Mathematics;Control and Optimization,1.24,1.039,82,2087,20,0.0,89,2197,41,0.0,79,1984,68,0.0,EDP Sciences,2.4,3.0
ESARDA Bulletin,journal,PHYS;ENGI;MATH;ENER,"Nuclear and High Energy Physics;Applied Mathematics;Safety, Risk, Reliability and Quality;Nuclear Energy and Engineering",0.196,0.136,9,11,6,0.0,6,18,6,0.0,3,15,3,0.0,Publications Office of the European Union,0.4,0.4
ETRI Journal,journal,ENGI;MATE;COMP,"Electronic, Optical and Magnetic Materials;Computer Science (all);Electrical and Electronic Engineering",1.089,0.472,85,1661,7,0.0,89,1680,27,0.0,114,1335,84,0.0,John Wiley & Sons Inc.,3.8,4.0
"EUREKA, Physics and Engineering",journal,PHYS;ENGI,Engineering (all);Physics and Astronomy (all),0.608,0.253,96,221,34,0.0,101,309,54,0.0,85,302,74,0.0,Scientific Route,1.8,1.9
Earthquake Engineering and Engineering Vibration,journal,ENGI;EART,Civil and Structural Engineering;Geotechnical Engineering and Engineering Geology;Building and Construction;Mechanical Engineering,0.836,0.426,68,2417,7,0.0,70,2440,18,0.0,66,2528,48,0.0,Institute of Engineering Mechanics (IEM),4.6,4.7
Earthquake Engineering and Structural Dynamics,journal,ENGI,Civil and Structural Engineering,2.003,1.524,175,18909,7,0.0,247,18693,32,0.0,240,17852,143,0.0,John Wiley and Sons Ltd,8.4,7.2
Earthquake and Structures,journal,ENGI,Civil and Structural Engineering,0.65,0.340,89,1668,30,0.0,72,1713,41,0.0,60,1486,50,0.0,Techno-Press,2.3,2.9
East Asian Publishing and Society,journal,ENGI;SOCI,Media Technology;Library and Information Sciences;Communication,0.105,0.113,8,10,6,12.5,6,16,6,0.0,10,8,10,0.0,Brill Academic Publishers,0.2,0.3
Eastern-European Journal of Enterprise Technologies,journal,MATH;ENVI;BUSI;ENER;ENGI;AGRI;COMP,Management of Technology and Innovation;Energy Engineering and Power Technology;Industrial and Manufacturing Engineering;Mechanical Engineering;Computer Science Applications;Food Science;Electrical and Electronic Engineering;Control and Systems Engineering;Environmental Chemistry;Applied Mathematics,0.573,0.288,572,3037,244,0.0,565,3372,367,0.0,353,2808,329,0.0,Technology Center,2.2,2.0
"Eau, l'INDUSTRIE, les Nuisances",journal,CENG;ENGI;ENVI,Control and Systems Engineering;Ocean Engineering;Water Science and Technology;Fluid Flow and Transfer Processes,0.65,0.123,9,12,9,0.0,34,20,34,0.0,5,6,5,0.0,Editions Johanet,0.0,0.0
Ecology and Civil Engineering,journal,ENGI;ENVI,Ecology;Civil and Structural Engineering,0.206,0.118,1,56,0,0.0,22,64,20,4.55,6,46,6,33.33,Ecology and Civil Engineering Society,0.4,0.3
Economic Affairs,journal,ENGI;SOCI,"Geography, Planning and Development;Aerospace Engineering;Development",0.564,0.254,39,344,22,7.69,33,347,28,12.12,44,318,42,13.64,Wiley-Blackwell Publishing Ltd,1.4,1.4
Educational Technology and Society,journal,ENGI;SOCI,Education;Engineering (all);Sociology and Political Science,1.944,1.559,44,6528,2,0.0,50,7019,8,2.0,87,6073,65,3.45,"International Forum of Educational Technology and Society,National Taiwan Normal University",10.2,9.1
Egyptian Journal of Basic and Applied Sciences,journal,ENGI;BIOC,"Biochemistry, Genetics and Molecular Biology (miscellaneous);Biomedical Engineering;Structural Biology",0.454,0.293,44,119,10,0.0,63,206,32,1.59,45,218,37,6.67,Taylor and Francis Ltd.,2.0,2.2
Eksploatacja i Niezawodnosc,journal,ENGI,"Industrial and Manufacturing Engineering;Safety, Risk, Reliability and Quality",0.878,0.476,80,1208,5,0.0,80,1363,11,0.0,60,1228,37,0.0,Polish Maintanace Society,5.6,5.7
El-Cezeri Journal of Science and Engineering,journal,CENG;PHYS;CHEM;ENGI;COMP,Engineering (all);Physics and Astronomy (all);Computer Science (all);Chemistry (all);Chemical Engineering (all),0.178,0.151,134,125,72,0.75,51,231,30,3.92,35,255,30,2.86,TUBITAK,1.1,1.0
Electric Power Components and Systems,journal,ENGI;ENER,Mechanical Engineering;Energy Engineering and Power Technology;Electrical and Electronic Engineering,0.595,0.379,139,3722,26,0.0,279,3596,109,0.0,257,3306,139,0.0,Taylor and Francis Ltd.,3.0,2.7
Electric Power Engineering Technology,journal,ENGI;ENER,Energy Engineering and Power Technology;Electrical and Electronic Engineering,0.672,0.320,180,647,27,0.0,168,1005,45,0.0,106,860,89,0.0,Editorial Department of Electric Power Engineering Technology,3.2,2.8
Electric Power Systems Research,journal,ENGI;ENER,Energy Engineering and Power Technology;Electrical and Electronic Engineering,1.208,1.029,949,21332,48,2.11,959,23904,121,3.75,1040,22050,643,3.37,Elsevier B.V.,7.1,7.5
Electrica,journal,ENGI,Electrical and Electronic Engineering,0.361,0.250,45,275,20,4.44,37,293,14,2.7,50,270,45,2.0,Istanbul University,2.0,2.1
"Electrical Contacts, Proceedings of the Annual Holm Conference on Electrical Contacts",conferenceproceeding,ENGI;MATE,"Electronic, Optical and Magnetic Materials;Electrical and Electronic Engineering",0.692,0.261,47,543,22,0.0,46,445,38,0.0,0,388,0,0.0,Institute of Electrical and Electronics Engineers Inc.,1.0,0.9
Electrical Engineering,journal,ENGI;MATH,Applied Mathematics;Electrical and Electronic Engineering,0.664,0.431,335,2928,50,0.0,302,3324,84,0.0,846,3594,583,0.0,Springer Verlag,3.7,3.6
Electrical Engineering and Electromechanics,journal,ENGI;ENER,Mechanical Engineering;Energy Engineering and Power Technology;Electrical and Electronic Engineering,0.789,0.305,64,100,19,0.0,78,235,36,0.0,51,198,48,0.0,"National Technical University ""Kharkiv Polytechnic Institute""",3.0,2.4
Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi),journal,ENGI;ENER,Energy Engineering and Power Technology;Electrical and Electronic Engineering,0.219,0.158,46,929,21,0.0,35,827,24,0.0,23,680,22,0.0,John Wiley & Sons Inc.,1.0,0.8
Electricity,journal,ENGI;ENER,Energy (miscellaneous);Electrical and Electronic Engineering,1.14,0.536,28,125,1,10.71,21,228,6,4.76,33,213,23,6.06,Multidisciplinary Digital Publishing Institute (MDPI),5.2,4.8
