Title,cover_date,authkey_word,Year
A New Insight for Daily Solar Radiation Prediction by Meteorological Data Using an Advanced Artificial Intelligence Algorithm: Deep Extreme Learning Machine Integrated with Variational Mode Decomposition Technique,2023-07-01,deep ELM | optimally pruned extreme learning machine | outlier robust extreme learning machine | prediction | solar radiation | variational mode decomposition,2023
Machine-Learning-Based Electric Power Forecasting,2023-07-01,carbon emissions | electricity demand forecasting | influencing factors | machine learning | support vector regression,2023
"Estimation of the Extent of the Vulnerability of Agriculture to Climate Change Using Analytical and Deep-Learning Methods: A Case Study in Jammu, Kashmir, and Ladakh",2023-07-01,agricultural growth | agricultural vulnerability | AI | climate variability | deep learning | Ricardian approach,2023
Estimation of Methane Gas Production in Turkey Using Machine Learning Methods,2023-07-01,economy | environment | global warming | machine learning | methane gas,2023
UAV-Based Disease Detection in Palm Groves of Phoenix canariensis Using Machine Learning and Multispectral Imagery,2023-07-01,Canary Islands | NDVI | probabilistic classification modelling | random forest | spectral separability analysis | structure insensitive pigment index | support vector machine,2023
Assessment of Burned Areas during the Pantanal Fire Crisis in 2020 Using Sentinel-2 Images,2023-07-01,burned area | NBR | NDVI | Pantanal | Sentinel-2 | shade fraction | wetland,2023
Development of a Google Earth Engine-Based Application for the Management of Shallow Coral Reefs Using Drone Imagery,2023-07-01,coral reefs | drone imagery | environmental monitoring | google earth engine | machine learning | marine ecosystem management | remote sensing,2023
Artificial Intelligence and Mathematical Models of Power Grids Driven by Renewable Energy Sources: A Survey,2023-07-01,Bayesian inference | complex networks | deep learning | dynamical systems | energy forecasting | machine learning | power grids | reinforcement learning | renewable energy | stochastic data modeling | systems monitoring,2023
Rainfall-Induced Landslide Assessment under Different Precipitation Thresholds Using Remote Sensing Data: A Central Andes Case,2023-07-01,Central Andes | landslide susceptibility | logistic models | rainfall-induced landslide | susceptibility temporal variations,2023
Spatiotemporal Variations of Global Human-Perceived Heatwave Risks and their Driving Factors Based on Machine Learning,2023-07-01,driving factor | human-perceived heatwaves | random forests | spatiotemporal variation,2023
Black Carbon Concentration Estimation with Mobile-Based Measurements in a Complex Urban Environment,2023-07-01,air pollution | black carbon | land use regression | machine learning | neural network | random forest | support vector regression | transportation,2023
Sea Surface Chlorophyll-a Concentration Retrieval from HY-1C Satellite Data Based on Residual Network,2023-07-01,Chinese ocean color and temperature scanner (COCTS) | HY-1C | residual neural network | sea surface chlorophyll-a concentration (Chl-a),2023
An Analysis of Climate Change Based on Machine Learning and an Endoreversible Model,2023-07-01,climate change | clustering | finite-time thermodynamics | greenhouse gas | machine learning,2023
Integrated Genomic Selection for Accelerating Breeding Programs of Climate-Smart Cereals,2023-07-01,climate-smart cereals | genomic gain | genomic selection | integrated genomic selection | marker-assisted selection,2023
Analysis and Prediction of the Impact of Socio-Economic and Meteorological Factors on Rapeseed Yield Based on Machine Learning,2023-07-01,machine learning | random forest | rapeseed | variable importance | yield prediction,2023
How Well do Earth System Models Capture Apparent Relationships Between Phytoplankton Biomass and Environmental Variables?,2023-07-01,Earth system modeling | environmental predictors | machine learning | phytoplankton | satellite observations,2023
How to enhance hydrological predictions in hydrologically distinct watersheds of the Indian subcontinent?,2023-07-01,data integration | data-sparse | hydrological forecast | India | LSTM | machine learning | streamflow | ungauged watersheds,2023
Observation-Constrained Projection of Flood Risks and Socioeconomic Exposure in China,2023-07-01,climate models | flood | hydrological simulations | machine learning | socioeconomic exposure | uncertainty analysis,2023
Early Detection of Wheat Yellow Rust Disease and Its Impact on Terminal Yield with Multi-Spectral UAV-Imagery,2023-07-01,crop yield | disease | machine learning | temporal-spatio-spectral fusion | UAV | yellow rust | yield loss,2023
A Novel Machine Learning Approach for Solar Radiation Estimation,2023-07-01,feature selection | forecasting | machine learning | solar radiation | sustainable energy | times series,2023
Thermokarst Lake Susceptibility Assessment Induced by Permafrost Degradation in the Qinghai–Tibet Plateau Using Machine Learning Methods,2023-07-01,machine learning | permafrost degradation | Qinghai–Tibet Plateau | susceptibility map | thermokarst lake,2023
A Holistic Approach to Power Systems Using Innovative Machine Learning and System Dynamics,2023-07-01,machine learning | optimization | peak demand | smart grids | system dynamics,2023
Energy Forecasting Model for Ground Movement Operation in Green Airport,2023-07-01,energy prediction | green airport | machine learning | multivariate | prophet algorithm | renewable energy,2023
Analysis of Preprocessing Techniques for Missing Data in the Prediction of Sunflower Yield in Response to the Effects of Climate Change,2023-07-01,climate change | crop yield | imputation | outlier detection | prediction | regression | sowing date,2023
Literature Review on Integrating Generalized Space-Time Autoregressive Integrated Moving Average (GSTARIMA) and Deep Neural Networks in Machine Learning for Climate Forecasting,2023-07-01,climate | data analytics lifecycle | deep neural network | forecasting | GSTARIMA | integration,2023
Social Determinants of Health and Cardiac Risk for Patients With Breast Cancer: Beyond Racial Disparities,2023-07-01,,2023
"Machine learning framework for estimating CO<inf>2</inf> adsorption on coalbed for carbon capture, utilization, and storage applications",2023-07-01,Artificial neural network | CCUS | CO  adsorption 2 | Coal formation | Decision tree | Gradient boosting | Machine learning | Random forest,2023
Novel utilization of simulated runoff as causative parameter to predict the hazard of flash floods,2023-07-01,Climate change | FHM | Flash flood | GARP | Machine learning | Urban,2023
Revealing effective regional decarbonisation measures to limit global temperature increase in uncertain transition scenarios with machine learning techniques,2023-07-01,Energy transition | Machine learning | Regional analysis | Scenario ensembles | Uncertainty,2023
Impacts of cement industry air pollutants on the environment and satellite data applications for air quality monitoring and management,2023-07-01,Cement industry | Challenges | Emission monitoring | Environmental impacts | Satellite data,2023
A machine learning approach for mapping surface urban heat island using environmental and socioeconomic variables: a case study in a medium-sized Brazilian city,2023-07-01,Decision tree | Land surface temperature | Machine learning | Remote sensing | Surface urban heat island,2023
Unpacking the ‘black box’: Improving ecological interpretation of regression-based models,2023-07-01,bagged regression tree rules | climate change | ecological interpretation | interpretative modelling framework | species distribution models | tree abundance modelling,2023
Global distribution modelling of macrophomina phaseolina (tassi) goid: a comparative assessment using ensemble machine learning tools,2023-07-01,Climatic variables | Habitat heterogenity indices | Isothermality | Niche overlap and niche range | Random Forest | Species distribution modelling,2023
"Coupling mixture designs, high-throughput experiments and machine learning for accelerated exploration of multinary systems",2023-07-01,Combinatorial design | High Throughput Experiment | Machine learning | PVD,2023
Soft computing assessment of current and future groundwater resources under CMIP6 scenarios in northwestern Iran,2023-07-01,Aquifer | Climate change | Groundwater level prediction | Groundwater management | Machine learning,2023
